Column,UDI,UDI_url,Count,Type,Description,Description_url,Download_date,Variable_name,Variable_Type,Length,Start_pos,End_pos
2110,23322-2.18,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,19158,Integer,Values entered,,2021-10-13,n_23322_2_18,2.,2,9769,9770
2111,23322-2.19,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,16712,Integer,Values entered,,2021-10-13,n_23322_2_19,2.,2,9771,9772
2112,23322-2.20,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,14140,Integer,Values entered,,2021-10-13,n_23322_2_20,2.,2,9773,9774
2113,23322-2.21,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,11709,Integer,Values entered,,2021-10-13,n_23322_2_21,2.,2,9775,9776
2114,23322-2.22,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,9385,Integer,Values entered,,2021-10-13,n_23322_2_22,2.,2,9777,9778
2115,23322-2.23,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7316,Integer,Values entered,,2021-10-13,n_23322_2_23,2.,2,9779,9780
2116,23322-2.24,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4219,Integer,Values entered,,2021-10-13,n_23322_2_24,2.,2,9781,9782
2117,23322-2.25,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3117,Integer,Values entered,,2021-10-13,n_23322_2_25,2.,2,9783,9784
2118,23322-2.26,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2104,Integer,Values entered,,2021-10-13,n_23322_2_26,2.,2,9785,9786
2119,23322-2.27,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1418,Integer,Values entered,,2021-10-13,n_23322_2_27,2.,2,9787,9788
2120,23322-2.28,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,949,Integer,Values entered,,2021-10-13,n_23322_2_28,2.,2,9789,9790
2121,23322-2.29,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,586,Integer,Values entered,,2021-10-13,n_23322_2_29,2.,2,9791,9792
2122,23322-2.30,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,364,Integer,Values entered,,2021-10-13,n_23322_2_30,2.,2,9793,9794
2123,23322-2.31,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,217,Integer,Values entered,,2021-10-13,n_23322_2_31,2.,2,9795,9796
2124,23322-2.32,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,74,Integer,Values entered,,2021-10-13,n_23322_2_32,2.,2,9797,9798
2125,23322-2.33,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,47,Integer,Values entered,,2021-10-13,n_23322_2_33,2.,2,9799,9800
2126,23322-2.34,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,39,Integer,Values entered,,2021-10-13,n_23322_2_34,2.,2,9801,9802
2127,23322-2.35,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,31,Integer,Values entered,,2021-10-13,n_23322_2_35,2.,2,9803,9804
2128,23322-2.36,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,27,Integer,Values entered,,2021-10-13,n_23322_2_36,2.,2,9805,9806
2129,23322-2.37,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,26,Integer,Values entered,,2021-10-13,n_23322_2_37,2.,2,9807,9808
2130,23322-2.38,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,25,Integer,Values entered,,2021-10-13,n_23322_2_38,2.,2,9809,9810
2131,23322-2.39,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,23,Integer,Values entered,,2021-10-13,n_23322_2_39,2.,2,9811,9812
2132,23322-2.40,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,17,Integer,Values entered,,2021-10-13,n_23322_2_40,2.,2,9813,9814
2133,23322-2.41,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,16,Integer,Values entered,,2021-10-13,n_23322_2_41,2.,2,9815,9816
2134,23322-2.42,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,16,Integer,Values entered,,2021-10-13,n_23322_2_42,2.,2,9817,9818
2135,23322-2.43,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,16,Integer,Values entered,,2021-10-13,n_23322_2_43,2.,2,9819,9820
2136,23322-2.44,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,15,Integer,Values entered,,2021-10-13,n_23322_2_44,2.,2,9821,9822
2137,23322-2.45,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,14,Integer,Values entered,,2021-10-13,n_23322_2_45,2.,2,9823,9824
2138,23322-2.46,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,14,Integer,Values entered,,2021-10-13,n_23322_2_46,2.,2,9825,9826
2139,23322-2.47,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,14,Integer,Values entered,,2021-10-13,n_23322_2_47,2.,2,9827,9828
2140,23322-2.48,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,13,Integer,Values entered,,2021-10-13,n_23322_2_48,2.,2,9829,9830
2141,23322-2.49,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,13,Integer,Values entered,,2021-10-13,n_23322_2_49,2.,2,9831,9832
2142,23322-2.50,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,13,Integer,Values entered,,2021-10-13,n_23322_2_50,2.,2,9833,9834
2143,23322-2.51,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,13,Integer,Values entered,,2021-10-13,n_23322_2_51,2.,2,9835,9836
2144,23322-2.52,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,13,Integer,Values entered,,2021-10-13,n_23322_2_52,2.,2,9837,9838
2145,23322-2.53,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,12,Integer,Values entered,,2021-10-13,n_23322_2_53,2.,2,9839,9840
2146,23322-2.54,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,11,Integer,Values entered,,2021-10-13,n_23322_2_54,2.,2,9841,9842
2147,23322-2.55,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,11,Integer,Values entered,,2021-10-13,n_23322_2_55,2.,2,9843,9844
2148,23322-2.56,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,8,Integer,Values entered,,2021-10-13,n_23322_2_56,2.,2,9845,9846
2149,23322-2.57,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,8,Integer,Values entered,,2021-10-13,n_23322_2_57,2.,2,9847,9848
2150,23322-2.58,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_2_58,2.,2,9849,9850
2151,23322-2.59,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_2_59,2.,2,9851,9852
2152,23322-2.60,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_2_60,2.,2,9853,9854
2153,23322-2.61,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_2_61,2.,2,9855,9856
2154,23322-2.62,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_2_62,2.,2,9857,9858
2155,23322-2.63,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_2_63,2.,2,9859,9860
2156,23322-2.64,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_64,2.,2,9861,9862
2157,23322-2.65,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_65,2.,2,9863,9864
2158,23322-2.66,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_66,2.,2,9865,9866
2159,23322-2.67,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_67,2.,2,9867,9868
2160,23322-2.68,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_68,2.,2,9869,9870
2161,23322-2.69,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_69,2.,2,9871,9872
2162,23322-2.70,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4,Integer,Values entered,,2021-10-13,n_23322_2_70,2.,2,9873,9874
2163,23322-2.71,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3,Integer,Values entered,,2021-10-13,n_23322_2_71,2.,2,9875,9876
2164,23322-2.72,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3,Integer,Values entered,,2021-10-13,n_23322_2_72,2.,2,9877,9878
2165,23322-2.73,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3,Integer,Values entered,,2021-10-13,n_23322_2_73,2.,2,9879,9880
2166,23322-2.74,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3,Integer,Values entered,,2021-10-13,n_23322_2_74,2.,2,9881,9882
2167,23322-2.75,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_75,2.,2,9883,9884
2168,23322-2.76,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_76,2.,2,9885,9886
2169,23322-2.77,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_77,2.,2,9887,9888
2170,23322-2.78,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_78,2.,2,9889,9890
2171,23322-2.79,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_79,2.,2,9891,9892
2172,23322-2.80,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_80,2.,2,9893,9894
2173,23322-2.81,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_81,2.,2,9895,9896
2174,23322-2.82,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_2_82,2.,2,9897,9898
2175,23322-2.83,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_2_83,2.,2,9899,9900
2176,23322-2.84,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_2_84,2.,2,9901,9902
2177,23322-2.85,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_2_85,2.,2,9903,9904
2178,23322-2.86,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_2_86,2.,2,9905,9906
2179,23322-2.87,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_2_87,2.,2,9907,9908
2180,23322-2.88,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_2_88,2.,2,9909,9910
2181,23322-2.89,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2182,23322-2.90,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2183,23322-2.91,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2184,23322-2.92,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2185,23322-2.93,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2186,23322-2.94,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2187,23322-2.95,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2188,23322-2.96,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2189,23322-2.97,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2190,23322-2.98,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2191,23322-2.99,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2192,23322-2.100,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2193,23322-2.101,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2194,23322-2.102,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2195,23322-2.103,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2196,23322-2.104,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,0,Integer,Values entered,,2021-10-13,,,,,
2197,23322-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4264,Integer,Values entered,,2021-10-13,n_23322_3_0,2.,2,9911,9912
2198,23322-3.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4263,Integer,Values entered,,2021-10-13,n_23322_3_1,2.,2,9913,9914
2199,23322-3.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4261,Integer,Values entered,,2021-10-13,n_23322_3_2,2.,2,9915,9916
2200,23322-3.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4260,Integer,Values entered,,2021-10-13,n_23322_3_3,2.,2,9917,9918
2201,23322-3.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4257,Integer,Values entered,,2021-10-13,n_23322_3_4,2.,2,9919,9920
2202,23322-3.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4253,Integer,Values entered,,2021-10-13,n_23322_3_5,2.,2,9921,9922
2203,23322-3.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4246,Integer,Values entered,,2021-10-13,n_23322_3_6,2.,2,9923,9924
2204,23322-3.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4239,Integer,Values entered,,2021-10-13,n_23322_3_7,2.,2,9925,9926
2205,23322-3.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4205,Integer,Values entered,,2021-10-13,n_23322_3_8,2.,2,9927,9928
2206,23322-3.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4182,Integer,Values entered,,2021-10-13,n_23322_3_9,2.,2,9929,9930
2207,23322-3.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4153,Integer,Values entered,,2021-10-13,n_23322_3_10,2.,2,9931,9932
2208,23322-3.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4114,Integer,Values entered,,2021-10-13,n_23322_3_11,2.,2,9933,9934
2209,23322-3.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,4054,Integer,Values entered,,2021-10-13,n_23322_3_12,2.,2,9935,9936
2210,23322-3.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3974,Integer,Values entered,,2021-10-13,n_23322_3_13,2.,2,9937,9938
2211,23322-3.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3863,Integer,Values entered,,2021-10-13,n_23322_3_14,2.,2,9939,9940
2212,23322-3.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3711,Integer,Values entered,,2021-10-13,n_23322_3_15,2.,2,9941,9942
2213,23322-3.16,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3343,Integer,Values entered,,2021-10-13,n_23322_3_16,2.,2,9943,9944
2214,23322-3.17,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,3089,Integer,Values entered,,2021-10-13,n_23322_3_17,2.,2,9945,9946
2215,23322-3.18,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2821,Integer,Values entered,,2021-10-13,n_23322_3_18,2.,2,9947,9948
2216,23322-3.19,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2509,Integer,Values entered,,2021-10-13,n_23322_3_19,2.,2,9949,9950
2217,23322-3.20,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2171,Integer,Values entered,,2021-10-13,n_23322_3_20,2.,2,9951,9952
2218,23322-3.21,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1854,Integer,Values entered,,2021-10-13,n_23322_3_21,2.,2,9953,9954
2219,23322-3.22,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1541,Integer,Values entered,,2021-10-13,n_23322_3_22,2.,2,9955,9956
2220,23322-3.23,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1228,Integer,Values entered,,2021-10-13,n_23322_3_23,2.,2,9957,9958
2221,23322-3.24,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,775,Integer,Values entered,,2021-10-13,n_23322_3_24,2.,2,9959,9960
2222,23322-3.25,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,580,Integer,Values entered,,2021-10-13,n_23322_3_25,2.,2,9961,9962
2223,23322-3.26,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,420,Integer,Values entered,,2021-10-13,n_23322_3_26,2.,2,9963,9964
2224,23322-3.27,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,258,Integer,Values entered,,2021-10-13,n_23322_3_27,2.,2,9965,9966
2225,23322-3.28,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,164,Integer,Values entered,,2021-10-13,n_23322_3_28,2.,2,9967,9968
2226,23322-3.29,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,106,Integer,Values entered,,2021-10-13,n_23322_3_29,2.,2,9969,9970
2227,23322-3.30,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,62,Integer,Values entered,,2021-10-13,n_23322_3_30,2.,2,9971,9972
2228,23322-3.31,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,35,Integer,Values entered,,2021-10-13,n_23322_3_31,2.,2,9973,9974
2229,23322-3.32,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,13,Integer,Values entered,,2021-10-13,n_23322_3_32,2.,2,9975,9976
2230,23322-3.33,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,7,Integer,Values entered,,2021-10-13,n_23322_3_33,2.,2,9977,9978
2231,23322-3.34,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,5,Integer,Values entered,,2021-10-13,n_23322_3_34,2.,2,9979,9980
2232,23322-3.35,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,2,Integer,Values entered,,2021-10-13,n_23322_3_35,2.,2,9981,9982
2233,23322-3.36,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_36,2.,2,9983,9984
2234,23322-3.37,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_37,2.,2,9985,9986
2235,23322-3.38,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_38,2.,2,9987,9988
2236,23322-3.39,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_39,2.,2,9989,9990
2237,23322-3.40,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_40,2.,2,9991,9992
2238,23322-3.41,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_41,2.,2,9993,9994
2239,23322-3.42,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_42,2.,2,9995,9996
2240,23322-3.43,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_43,2.,2,9997,9998
2241,23322-3.44,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_44,2.,2,9999,10000
2242,23322-3.45,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_45,2.,2,10001,10002
2243,23322-3.46,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_46,2.,2,10003,10004
2244,23322-3.47,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_47,2.,2,10005,10006
2245,23322-3.48,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_48,2.,2,10007,10008
2246,23322-3.49,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_49,2.,2,10009,10010
2247,23322-3.50,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_50,2.,2,10011,10012
2248,23322-3.51,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_51,2.,2,10013,10014
2249,23322-3.52,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_52,2.,2,10015,10016
2250,23322-3.53,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_53,2.,2,10017,10018
2251,23322-3.54,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_54,2.,2,10019,10020
2252,23322-3.55,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_55,2.,2,10021,10022
2253,23322-3.56,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_56,2.,2,10023,10024
2254,23322-3.57,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_57,2.,2,10025,10026
2255,23322-3.58,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_58,2.,2,10027,10028
2256,23322-3.59,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_59,2.,2,10029,10030
2257,23322-3.60,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_60,2.,2,10031,10032
2258,23322-3.61,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_61,2.,2,10033,10034
2259,23322-3.62,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_62,2.,2,10035,10036
2260,23322-3.63,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_63,2.,2,10037,10038
2261,23322-3.64,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_64,2.,2,10039,10040
2262,23322-3.65,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_65,2.,2,10041,10042
2263,23322-3.66,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_66,2.,2,10043,10044
2264,23322-3.67,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_67,2.,2,10045,10046
2265,23322-3.68,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_68,2.,2,10047,10048
2266,23322-3.69,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_69,2.,2,10049,10050
2267,23322-3.70,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_70,2.,2,10051,10052
2268,23322-3.71,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_71,2.,2,10053,10054
2269,23322-3.72,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_72,2.,2,10055,10056
2270,23322-3.73,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_73,2.,2,10057,10058
2271,23322-3.74,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_74,2.,2,10059,10060
2272,23322-3.75,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_75,2.,2,10061,10062
2273,23322-3.76,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_76,2.,2,10063,10064
2274,23322-3.77,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_77,2.,2,10065,10066
2275,23322-3.78,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_78,2.,2,10067,10068
2276,23322-3.79,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_79,2.,2,10069,10070
2277,23322-3.80,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_80,2.,2,10071,10072
2278,23322-3.81,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_81,2.,2,10073,10074
2279,23322-3.82,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23322,1,Integer,Values entered,,2021-10-13,n_23322_3_82,2.,2,10075,10076
